Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	KJ635912	No	4	1701	H1N1	12/23/2013	IRD:Human	USA	California	13-14	A/California/NHRC418282/2013	
HA	KJ889264	No	4	1701	H1N1	01/14/2014	IRD:Human	USA	California	13-14	A/California/NHRC419631/2014	
HA	KJ889266	No	4	1701	H1N1	01/16/2014	IRD:Human	USA	California	13-14	A/California/NHRC419698/2014	
HA	KJ889276	No	4	1701	H1N1	01/12/2014	IRD:Human	USA	California	13-14	A/California/NHRC420942/2014	
HA	KJ889268	No	4	1701	H1N1	01/17/2014	IRD:Human	USA	California	13-14	A/California/NHRC421018/2014	
HA	KM186099	No	4	1701	H1N1	01/28/2014	IRD:Human	USA	California	13-14	A/California/NHRC423502/2014	
HA	KJ889258	No	4	1701	H1N1	01/29/2014	IRD:Human	USA	California	13-14	A/California/NHRC423907/2014	
HA	KX523701	No	4	1701	H1N1	01/19/2016	IRD:Human	USA	California	15-16	A/California/NHRC_BRD12130N/2016	
HA	KX523704	No	4	1701	H1N1	03/01/2016	IRD:Human	USA	California	15-16	A/California/NHRC_BRD12194N/2016	
HA	KX523709	No	4	1701	H1N1	02/19/2016	IRD:Human	USA	California	15-16	A/California/NHRC_BRD41301N/2016	
HA	KX523712	No	4	1701	H1N1	03/10/2016	IRD:Human	USA	California	15-16	A/California/NHRC_BRD80566N/2016	
HA	KX523716	No	4	1701	H1N1	02/17/2016	IRD:Human	USA	California	15-16	A/California/NHRC_FDX11935/2016	
HA	KX523717	No	4	1701	H1N1	02/17/2016	IRD:Human	USA	California	15-16	A/California/NHRC_FDX11936/2016	
HA	KX523718	No	4	1701	H1N1	04/01/2016	IRD:Human	USA	California	15-16	A/California/NHRC_FDX21898/2016	
HA	KX523720	No	4	1701	H1N1	01/08/2016	IRD:Human	USA	California	15-16	A/California/NHRC_FDX40579/2016	
HA	KX523729	No	4	1701	H1N1	03/08/2016	IRD:Human	USA	California	15-16	A/California/NHRC_SAR41435N/2016	
HA	KX523730	No	4	1701	H1N1	03/21/2016	IRD:Human	USA	California	15-16	A/California/NHRC_SAR41449N/2016	
HA	KX523731	No	4	1701	H1N1	04/22/2016	IRD:Human	USA	California	15-16	A/California/NHRC_W7416A/2016	
HA	KX523732	No	4	1701	H1N1	04/26/2016	IRD:Human	USA	California	15-16	A/California/NHRC_W7416B/2016	
HA	CY066447	Yes	4	1734	H1N1	01/09/2010	IRD:Human	USA	California	09-10	A/California/VRDL1/2010(H1N1)	
HA	CY063179	Yes	4	1721	H1N1	02/11/2010	IRD:Human	USA	California	09-10	A/California/VRDL10/2010(H1N1)	
HA	CY063155	Yes	4	1734	H1N1	11/05/2009	IRD:Human	USA	California	09-10	A/California/VRDL100/2009(H1N1)	
HA	CY063163	Yes	4	1734	H1N1	11/05/2009	IRD:Human	USA	California	09-10	A/California/VRDL101/2009(H1N1)	
HA	CY063171	Yes	4	1734	H1N1	11/05/2009	IRD:Human	USA	California	09-10	A/California/VRDL102/2009(H1N1)	
HA	CY066199	Yes	4	1734	H1N1	11/05/2009	IRD:Human	USA	California	09-10	A/California/VRDL103/2009(H1N1)	
HA	CY066207	Yes	4	1734	H1N1	11/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL104/2009(H1N1)	
HA	CY066215	Yes	4	1734	H1N1	11/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL105/2009(H1N1)	
HA	CY066223	Yes	4	1734	H1N1	11/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL106/2009(H1N1)	
HA	CY066231	Yes	4	1734	H1N1	11/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL107/2009(H1N1)	
HA	CY066239	Yes	4	1734	H1N1	11/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL108/2009(H1N1)	
HA	CY066247	Yes	4	1734	H1N1	11/24/2009	IRD:Human	USA	California	09-10	A/California/VRDL109/2009(H1N1)	
HA	CY055447	Yes	4	1734	H1N1	06/17/2009	IRD:Human	USA	California	08-09	A/California/VRDL11/2009(H1N1)	
HA	CY063187	Yes	4	1721	H1N1	01/26/2010	IRD:Human	USA	California	09-10	A/California/VRDL11/2010(H1N1)	
HA	CY066255	Yes	4	1734	H1N1	11/24/2009	IRD:Human	USA	California	09-10	A/California/VRDL110/2009(H1N1)	
HA	CY066263	Yes	4	1734	H1N1	11/24/2009	IRD:Human	USA	California	09-10	A/California/VRDL111/2009(H1N1)	
HA	CY066271	Yes	4	1734	H1N1	11/24/2009	IRD:Human	USA	California	09-10	A/California/VRDL112/2009(H1N1)	
HA	CY066279	Yes	4	1734	H1N1	11/24/2009	IRD:Human	USA	California	09-10	A/California/VRDL113/2009(H1N1)	
HA	CY066287	Yes	4	1734	H1N1	12/04/2009	IRD:Human	USA	California	09-10	A/California/VRDL114/2009(H1N1)	
HA	CY066295	Yes	4	1734	H1N1	12/04/2009	IRD:Human	USA	California	09-10	A/California/VRDL115/2009(H1N1)	
HA	CY066303	Yes	4	1734	H1N1	12/04/2009	IRD:Human	USA	California	09-10	A/California/VRDL116/2009(H1N1)	
HA	CY066311	Yes	4	1734	H1N1	12/04/2009	IRD:Human	USA	California	09-10	A/California/VRDL117/2009(H1N1)	
HA	CY066319	Yes	4	1734	H1N1	12/04/2009	IRD:Human	USA	California	09-10	A/California/VRDL118/2009(H1N1)	
HA	CY066327	Yes	4	1734	H1N1	12/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL119/2009(H1N1)	
HA	CY055455	Yes	4	1734	H1N1	06/15/2009	IRD:Human	USA	California	08-09	A/California/VRDL12/2009(H1N1)	
HA	CY063195	Yes	4	1721	H1N1	01/27/2010	IRD:Human	USA	California	09-10	A/California/VRDL12/2010(H1N1)	
HA	CY066335	Yes	4	1734	H1N1	12/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL120/2009(H1N1)	
HA	CY066343	Yes	4	1734	H1N1	12/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL121/2009(H1N1)	
HA	CY066351	Yes	4	1734	H1N1	12/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL122/2009(H1N1)	
HA	CY066359	Yes	4	1734	H1N1	12/15/2009	IRD:Human	USA	California	09-10	A/California/VRDL123/2009(H1N1)	
HA	CY066367	Yes	4	1734	H1N1	12/22/2009	IRD:Human	USA	California	09-10	A/California/VRDL124/2009(H1N1)	
HA	CY066375	Yes	4	1734	H1N1	12/22/2009	IRD:Human	USA	California	09-10	A/California/VRDL125/2009(H1N1)	
HA	CY066383	Yes	4	1734	H1N1	12/22/2009	IRD:Human	USA	California	09-10	A/California/VRDL126/2009(H1N1)	
HA	CY066391	Yes	4	1734	H1N1	12/22/2009	IRD:Human	USA	California	09-10	A/California/VRDL127/2009(H1N1)	
HA	CY066399	Yes	4	1734	H1N1	12/22/2009	IRD:Human	USA	California	09-10	A/California/VRDL128/2009(H1N1)	
HA	CY066407	Yes	4	1734	H1N1	12/30/2009	IRD:Human	USA	California	09-10	A/California/VRDL129/2009(H1N1)	
HA	CY063203	Yes	4	1721	H1N1	01/25/2010	IRD:Human	USA	California	09-10	A/California/VRDL13/2010(H1N1)	
HA	CY066415	Yes	4	1734	H1N1	12/30/2009	IRD:Human	USA	California	09-10	A/California/VRDL130/2009(H1N1)	
HA	CY066423	Yes	4	1734	H1N1	12/30/2009	IRD:Human	USA	California	09-10	A/California/VRDL131/2009(H1N1)	
HA	CY066431	Yes	4	1734	H1N1	12/30/2009	IRD:Human	USA	California	09-10	A/California/VRDL132/2009(H1N1)	
HA	CY066439	Yes	4	1734	H1N1	12/30/2009	IRD:Human	USA	California	09-10	A/California/VRDL133/2009(H1N1)	
HA	CY055463	Yes	4	1734	H1N1	06/23/2009	IRD:Human	USA	California	08-09	A/California/VRDL14/2009(H1N1)	
HA	CY063211	Yes	4	1721	H1N1	01/25/2010	IRD:Human	USA	California	09-10	A/California/VRDL14/2010(H1N1)	
HA	CY055471	Yes	4	1720	H1N1	06/22/2009	IRD:Human	USA	California	08-09	A/California/VRDL18/2009(H1N1)	
HA	CY054755	Yes	4	1721	H1N1	06/26/2009	IRD:Human	USA	California	08-09	A/California/VRDL19/2009(H1N1)	
HA	CY066455	Yes	4	1734	H1N1	01/11/2010	IRD:Human	USA	California	09-10	A/California/VRDL2/2010(H1N1)	
HA	CY054763	Yes	4	1736	H1N1	06/20/2009	IRD:Human	USA	California	08-09	A/California/VRDL20/2009(H1N1)	
HA	CY054771	Yes	4	1724	H1N1	06/22/2009	IRD:Human	USA	California	08-09	A/California/VRDL21/2009(H1N1)	
HA	CY054779	Yes	4	1721	H1N1	06/24/2009	IRD:Human	USA	California	08-09	A/California/VRDL22/2009(H1N1)	
HA	CY054787	Yes	4	1734	H1N1	06/29/2009	IRD:Human	USA	California	08-09	A/California/VRDL23/2009(H1N1)	
HA	CY054795	Yes	4	1734	H1N1	06/30/2009	IRD:Human	USA	California	08-09	A/California/VRDL25/2009(H1N1)	
HA	CY054803	Yes	4	1734	H1N1	06/18/2009	IRD:Human	USA	California	08-09	A/California/VRDL26/2009(H1N1)	
HA	CY054811	Yes	4	1734	H1N1	06/27/2009	IRD:Human	USA	California	08-09	A/California/VRDL27/2009(H1N1)	
HA	CY054819	Yes	4	1734	H1N1	06/22/2009	IRD:Human	USA	California	08-09	A/California/VRDL28/2009(H1N1)	
HA	CY054827	Yes	4	1721	H1N1	06/24/2009	IRD:Human	USA	California	08-09	A/California/VRDL29/2009(H1N1)	
HA	CY066463	Yes	4	1734	H1N1	01/19/2010	IRD:Human	USA	California	09-10	A/California/VRDL3/2010(H1N1)	
HA	CY054835	Yes	4	1721	H1N1	06/28/2009	IRD:Human	USA	California	08-09	A/California/VRDL30/2009(H1N1)	
HA	CY054843	Yes	4	1724	H1N1	06/17/2009	IRD:Human	USA	California	08-09	A/California/VRDL31/2009(H1N1)	
HA	CY054851	Yes	4	1734	H1N1	07/01/2009	IRD:Human	USA	California	08-09	A/California/VRDL32/2009(H1N1)	
HA	CY054859	Yes	4	1734	H1N1	07/02/2009	IRD:Human	USA	California	08-09	A/California/VRDL33/2009(H1N1)	
HA	CY054867	Yes	4	1734	H1N1	06/30/2009	IRD:Human	USA	California	08-09	A/California/VRDL34/2009(H1N1)	
HA	CY054875	Yes	4	1734	H1N1	07/05/2009	IRD:Human	USA	California	08-09	A/California/VRDL35/2009(H1N1)	
HA	CY054883	Yes	4	1724	H1N1	09/24/2009	IRD:Human	USA	California	08-09	A/California/VRDL36/2009(H1N1)	
HA	CY054891	Yes	4	1734	H1N1	07/02/2009	IRD:Human	USA	California	08-09	A/California/VRDL38/2009(H1N1)	
HA	CY054899	Yes	4	1734	H1N1	07/09/2009	IRD:Human	USA	California	08-09	A/California/VRDL39/2009(H1N1)	
HA	CY054707	Yes	4	1724	H1N1	06/14/2009	IRD:Human	USA	California	08-09	A/California/VRDL4/2009(H1N1)	
HA	CY066471	Yes	4	1734	H1N1	02/08/2010	IRD:Human	USA	California	09-10	A/California/VRDL4/2010(H1N1)	
HA	CY054907	Yes	4	1734	H1N1	07/01/2009	IRD:Human	USA	California	08-09	A/California/VRDL40/2009(H1N1)	
HA	CY054915	Yes	4	1734	H1N1	07/11/2009	IRD:Human	USA	California	08-09	A/California/VRDL41/2009(H1N1)	
HA	CY054923	Yes	4	1734	H1N1	07/06/2009	IRD:Human	USA	California	08-09	A/California/VRDL43/2009(H1N1)	
HA	CY054931	Yes	4	1734	H1N1	07/01/2009	IRD:Human	USA	California	08-09	A/California/VRDL45/2009(H1N1)	
HA	CY054939	Yes	4	1734	H1N1	07/10/2009	IRD:Human	USA	California	08-09	A/California/VRDL48/2009(H1N1)	
HA	CY054715	Yes	4	1721	H1N1	06/15/2009	IRD:Human	USA	California	08-09	A/California/VRDL5/2009(H1N1)	
HA	CY066479	Yes	4	1732	H1N1	02/04/2010	IRD:Human	USA	California	09-10	A/California/VRDL5/2010(H1N1)	
HA	CY054947	Yes	4	1734	H1N1	07/01/2009	IRD:Human	USA	California	08-09	A/California/VRDL50/2009(H1N1)	
HA	CY054955	Yes	4	1734	H1N1	07/11/2009	IRD:Human	USA	California	08-09	A/California/VRDL51/2009(H1N1)	
HA	CY054963	Yes	4	1734	H1N1	07/14/2009	IRD:Human	USA	California	08-09	A/California/VRDL52/2009(H1N1)	
HA	CY054971	Yes	4	1734	H1N1	07/21/2009	IRD:Human	USA	California	08-09	A/California/VRDL53/2009(H1N1)	
HA	CY054979	Yes	4	1721	H1N1	07/14/2009	IRD:Human	USA	California	08-09	A/California/VRDL55/2009(H1N1)	
HA	CY054987	Yes	4	1721	H1N1	07/21/2009	IRD:Human	USA	California	08-09	A/California/VRDL58/2009(H1N1)	
HA	CY054723	Yes	4	1721	H1N1	06/13/2009	IRD:Human	USA	California	08-09	A/California/VRDL6/2009(H1N1)	
HA	CY064987	Yes	4	1734	H1N1	02/02/2010	IRD:Human	USA	California	09-10	A/California/VRDL6/2010(H1N1)	
HA	CY054995	Yes	4	1734	H1N1	07/27/2009	IRD:Human	USA	California	08-09	A/California/VRDL61/2009(H1N1)	
HA	CY055003	Yes	4	1721	H1N1	08/10/2009	IRD:Human	USA	California	08-09	A/California/VRDL64/2009(H1N1)	
HA	CY055011	Yes	4	1734	H1N1	08/10/2009	IRD:Human	USA	California	08-09	A/California/VRDL65/2009(H1N1)	
HA	CY055019	Yes	4	1734	H1N1	08/18/2009	IRD:Human	USA	California	08-09	A/California/VRDL67/2009(H1N1)	
HA	CY055027	Yes	4	1734	H1N1	08/11/2009	IRD:Human	USA	California	08-09	A/California/VRDL68/2009(H1N1)	
HA	CY055035	Yes	4	1734	H1N1	08/05/2009	IRD:Human	USA	California	08-09	A/California/VRDL69/2009(H1N1)	
HA	CY054731	Yes	4	1732	H1N1	06/17/2009	IRD:Human	USA	California	08-09	A/California/VRDL7/2009(H1N1)	
HA	CY066487	Yes	4	1734	H1N1	02/01/2010	IRD:Human	USA	California	09-10	A/California/VRDL7/2010(H1N1)	
HA	CY055043	Yes	4	1734	H1N1	08/27/2009	IRD:Human	USA	California	08-09	A/California/VRDL70/2009(H1N1)	
HA	CY055051	Yes	4	1734	H1N1	08/28/2009	IRD:Human	USA	California	08-09	A/California/VRDL71/2009(H1N1)	
HA	CY055479	Yes	4	1721	H1N1	09/01/2009	IRD:Human	USA	California	08-09	A/California/VRDL72/2009(H1N1)	
HA	CY055486	Yes	4	1721	H1N1	09/01/2009	IRD:Human	USA	California	08-09	A/California/VRDL73/2009(H1N1)	
HA	CY055494	Yes	4	1721	H1N1	08/10/2009	IRD:Human	USA	California	08-09	A/California/VRDL74/2009(H1N1)	
HA	CY055502	Yes	4	1721	H1N1	09/19/2009	IRD:Human	USA	California	08-09	A/California/VRDL75/2009(H1N1)	
HA	CY055510	Yes	4	1734	H1N1	09/21/2009	IRD:Human	USA	California	08-09	A/California/VRDL76/2009(H1N1)	
HA	CY055518	Yes	4	1721	H1N1	09/22/2009	IRD:Human	USA	California	08-09	A/California/VRDL78/2009(H1N1)	
HA	CY062194	Yes	4	1734	H1N1	10/01/2009	IRD:Human	USA	California	09-10	A/California/VRDL79/2009(H1N1)	
HA	CY054739	Yes	4	1721	H1N1	06/14/2009	IRD:Human	USA	California	08-09	A/California/VRDL8/2009(H1N1)	
HA	CY066495	Yes	4	1734	H1N1	02/13/2010	IRD:Human	USA	California	09-10	A/California/VRDL8/2010(H1N1)	
HA	CY062202	Yes	4	1734	H1N1	10/01/2009	IRD:Human	USA	California	09-10	A/California/VRDL80/2009(H1N1)	
HA	CY062210	Yes	4	1743	H1N1	10/01/2009	IRD:Human	USA	California	09-10	A/California/VRDL81/2009(H1N1)	
HA	CY062218	Yes	4	1734	H1N1	10/01/2009	IRD:Human	USA	California	09-10	A/California/VRDL82/2009(H1N1)	
HA	CY062226	Yes	4	1734	H1N1	10/01/2009	IRD:Human	USA	California	09-10	A/California/VRDL83/2009(H1N1)	
HA	CY062234	Yes	4	1734	H1N1	10/09/2009	IRD:Human	USA	California	09-10	A/California/VRDL84/2009(H1N1)	
HA	CY062242	Yes	4	1734	H1N1	10/09/2009	IRD:Human	USA	California	09-10	A/California/VRDL85/2009(H1N1)	
HA	CY062250	Yes	4	1734	H1N1	10/09/2009	IRD:Human	USA	California	09-10	A/California/VRDL86/2009(H1N1)	
HA	CY063067	Yes	4	1734	H1N1	10/09/2009	IRD:Human	USA	California	09-10	A/California/VRDL87/2009(H1N1)	
HA	CY063075	Yes	4	1734	H1N1	10/09/2009	IRD:Human	USA	California	09-10	A/California/VRDL88/2009(H1N1)	
HA	CY063083	Yes	4	1734	H1N1	10/17/2009	IRD:Human	USA	California	09-10	A/California/VRDL89/2009(H1N1)	
HA	CY054747	Yes	4	1734	H1N1	06/13/2009	IRD:Human	USA	California	08-09	A/California/VRDL9/2009(H1N1)	
HA	CY066503	Yes	4	1734	H1N1	02/09/2010	IRD:Human	USA	California	09-10	A/California/VRDL9/2010(H1N1)	
HA	CY063091	Yes	4	1734	H1N1	10/17/2009	IRD:Human	USA	California	09-10	A/California/VRDL90/2009(H1N1)	
HA	CY063099	Yes	4	1734	H1N1	10/17/2009	IRD:Human	USA	California	09-10	A/California/VRDL91/2009(H1N1)	
HA	CY063107	Yes	4	1734	H1N1	10/17/2009	IRD:Human	USA	California	09-10	A/California/VRDL92/2009(H1N1)	
HA	CY063115	Yes	4	1734	H1N1	10/17/2009	IRD:Human	USA	California	09-10	A/California/VRDL93/2009(H1N1)	
HA	CY066191	Yes	4	1735	H1N1	10/29/2009	IRD:Human	USA	California	09-10	A/California/VRDL94/2009(H1N1)	
HA	CY063123	Yes	4	1734	H1N1	10/29/2009	IRD:Human	USA	California	09-10	A/California/VRDL96/2009(H1N1)	
HA	CY063131	Yes	4	1734	H1N1	10/29/2009	IRD:Human	USA	California	09-10	A/California/VRDL97/2009(H1N1)	
HA	CY063139	Yes	4	1734	H1N1	10/29/2009	IRD:Human	USA	California	09-10	A/California/VRDL98/2009(H1N1)	
HA	CY063147	Yes	4	1734	H1N1	11/05/2009	IRD:Human	USA	California	09-10	A/California/VRDL99/2009(H1N1)	
HA	CY071466	No	4	1701	H1N1	08/08/2009	IRD:Human	USA	California	08-09	A/California/WR1312P/2009(H1N1)	
HA	CY071474	No	4	1701	H1N1	07/08/2009	IRD:Human	USA	California	08-09	A/California/WR1313P/2009(H1N1)	
HA	CY071482	No	4	1701	H1N1	08/05/2009	IRD:Human	USA	California	08-09	A/California/WR1314P/2009(H1N1)	
HA	CY071490	No	4	1701	H1N1	08/05/2009	IRD:Human	USA	California	08-09	A/California/WR1315P/2009(H1N1)	
HA	CY071498	Yes	4	1701	H1N1	08/05/2009	IRD:Human	USA	California	08-09	A/California/WR1316P/2009(H1N1)	
HA	CY071506	Yes	4	1701	H1N1	08/10/2009	IRD:Human	USA	California	08-09	A/California/WR1317P/2009(H1N1)	
HA	CY071514	No	4	1701	H1N1	08/10/2009	IRD:Human	USA	California	08-09	A/California/WR1318P/2009(H1N1)	
HA	CY071522	No	4	1701	H1N1	07/08/2009	IRD:Human	USA	California	08-09	A/California/WR1319P/2009(H1N1)	
HA	CY071530	Yes	4	1701	H1N1	08/07/2009	IRD:Human	USA	California	08-09	A/California/WR1320P/2009(H1N1)	
HA	CY071538	No	4	1701	H1N1	08/07/2009	IRD:Human	USA	California	08-09	A/California/WR1321P/2009(H1N1)	
HA	CY071546	No	4	1701	H1N1	06/08/2009	IRD:Human	USA	California	08-09	A/California/WR1323P/2009(H1N1)	
HA	CY083224	Yes	4	1701	H1N1	07/29/2009	IRD:Human	USA	California	08-09	A/California/WRAIR1507P/2009	
HA	KY926193	Yes	4	1778	H1N1	08/21/2013	IRD:Human	Brazil	-N/A-	-N/A-	A/Camaqua/LACENRS-3379/2013	
HA	KY925399	Yes	4	1777	H1N1	08/28/2013	IRD:Human	Brazil	-N/A-	-N/A-	A/Camaqua/LACENRS-3512/2013	
HA	KY925319	Yes	4	1777	H1N1	07/01/2011	IRD:Human	Brazil	-N/A-	-N/A-	A/Camaqua/LACENRS-623/2011	
HA	CY081486	Yes	4	1749	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00001/2009(H1N1)	
HA	CY081494	Yes	4	1752	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00002/2009(H1N1)	
HA	CY081502	Yes	4	1752	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00003/2009(H1N1)	
HA	CY081510	Yes	4	1752	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00004/2009(H1N1)	
HA	CY081518	Yes	4	1752	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00005/2009(H1N1)	
HA	CY081526	Yes	4	1749	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00006/2009(H1N1)	
HA	CY081534	Yes	4	1752	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00007/2009(H1N1)	
HA	CY081542	Yes	4	1749	H1N1	10/14/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00008/2009(H1N1)	
HA	CY082984	Yes	4	1752	H1N1	10/15/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00009/2009(H1N1)	
HA	CY081550	Yes	4	1752	H1N1	10/15/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00010/2009(H1N1)	
HA	CY080344	Yes	4	1734	H1N1	10/15/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/NHRCC00011/2009(H1N1)	
HA	JN588774	No	4	1701	H1N1	06/22/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T028/2009	
HA	JN588775	No	4	1701	H1N1	08/01/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T057/2009	
HA	JN588776	No	4	1701	H1N1	09/05/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T068/2009	
HA	JN588777	No	4	1701	H1N1	06/25/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T075/2009	
HA	JN588778	No	4	1701	H1N1	07/07/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T093/2009	
HA	JN588779	No	4	1701	H1N1	08/17/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T154/2009	
HA	JN588780	No	4	1701	H1N1	06/24/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T155/2009	
HA	JN588781	No	4	1701	H1N1	06/24/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T156/2009	
HA	JN588782	No	4	1701	H1N1	08/30/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T217/2009	
HA	JN588783	No	4	1701	H1N1	11/10/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T234/2009	
HA	JN588784	No	4	1701	H1N1	06/25/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T272/2009	
HA	JN588785	No	4	1701	H1N1	07/02/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T282/2009	
HA	JN588786	No	4	1701	H1N1	09/10/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T320/2009	
HA	JN588787	No	4	1701	H1N1	09/11/2009	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/T354/2009	
HA	JN588788	No	4	1701	H1N1	06/26/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U045/2010	
HA	JN588789	No	4	1701	H1N1	01/04/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U094/2010	
HA	JN588790	No	4	1701	H1N1	03/15/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U099/2010	
HA	JN588791	No	4	1701	H1N1	02/24/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U127/2010	
HA	JN588792	No	4	1701	H1N1	03/16/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U132/2010	
HA	JN588793	No	4	1701	H1N1	02/09/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U216/2010	
HA	JN588794	No	4	1701	H1N1	02/11/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U219/2010	
HA	JN588795	No	4	1701	H1N1	02/16/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U221/2010	
HA	JN588796	No	4	1701	H1N1	02/24/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U223/2010	
HA	JN588797	No	4	1701	H1N1	06/27/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U301/2010	
HA	JN588798	No	4	1701	H1N1	06/27/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U302/2010	
HA	JN588799	No	4	1701	H1N1	07/16/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U306/2010	
HA	JN588800	No	4	1701	H1N1	07/05/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U308/2010	
HA	JN588801	No	4	1701	H1N1	07/02/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U320/2010	
HA	JN588802	No	4	1701	H1N1	07/15/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U326/2010	
HA	JN588803	No	4	1701	H1N1	07/14/2010	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/U372/2010	
HA	KC020363	No	4	1701	H1N1	05/17/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0601312/2011	
HA	KC020364	No	4	1701	H1N1	06/01/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0608350/2011	
HA	KC020365	No	4	1701	H1N1	07/18/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0721310/2011	
HA	KU299855	No	4	1701	H1N1	07/25/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0803338/2011	
HA	KC020366	No	4	1701	H1N1	08/24/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0902314/2011	
HA	KU299863	Yes	4	1701	H1N1	08/25/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0902335/2011	
HA	KU299871	No	4	1714	H1N1	08/31/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0908348/2011	
HA	KU299886	No	4	1701	H1N1	09/16/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V0921358/2011	
HA	KU299894	No	4	1701	H1N1	09/22/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V1003303/2011	
HA	KC020367	No	4	1701	H1N1	09/22/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V1005346/2011	
HA	KC020368	No	4	1701	H1N1	10/12/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V1019320/2011	
HA	KU299902	No	4	1701	H1N1	10/10/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V1019340/2011	
HA	KU299910	No	4	1701	H1N1	10/11/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V1019341/2011	
HA	KU299926	No	4	1701	H1N1	10/21/2011	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/V1028353/2011	
