Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	MH083724	Yes	4	1752	H1N1	01/04/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/03/2018	
HA	GQ476145	No	4	1698	H1N1	04/30/2009	IRD:Human	USA	Minnesota	08-09	A/Minnesota/04/2009(H1N1)	
HA	MH126010	Yes	4	1752	H1N1	01/10/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/06/2018	
HA	MH125479	No	4	1752	H1N1	01/10/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/07/2018	
HA	MH126021	Yes	4	1752	H1N1	01/22/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/10/2018	
HA	MH183725	Yes	4	1752	H1N1	02/05/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/14/2018	
HA	MH183733	Yes	4	1752	H1N1	02/06/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/16/2018	
HA	EU100707	No	4	1698	H1N1	12/29/2006	IRD:Human	USA	Minnesota	06-07	A/Minnesota/17/2006	
HA	MH245887	No	4	1752	H1N1	02/17/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/17/2018	
HA	MH246053	Yes	4	1752	H1N1	02/28/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/20/2018	
HA	EU516144	No	4	1698	H1N1	02/01/2007	IRD:Human	USA	Minnesota	06-07	A/Minnesota/23/2007	
HA	MH360062	Yes	4	1752	H1N1	03/14/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/23/2018	
HA	FJ686991	No	4	1698	H1N1	07/09/2008	IRD:Human	USA	Minnesota	-N/A-	A/Minnesota/24/2008	
HA	EU516094	No	4	1698	H1N1	10/25/2007	IRD:Human	USA	Minnesota	07-08	A/Minnesota/25/2007	
HA	MH446772	Yes	4	1752	H1N1	03/20/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/26/2018	
HA	FJ687006	No	4	1698	H1N1	12/09/2008	IRD:Human	USA	Minnesota	08-09	A/Minnesota/27/2008	
HA	MH446780	Yes	4	1752	H1N1	03/29/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/28/2018	
HA	MH540607	Yes	4	1753	H1N1	04/07/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/29/2018	
HA	MH540619	Yes	4	1752	H1N1	04/11/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/31/2018	
HA	GQ475777	No	4	1698	H1N1	12/26/2008	IRD:Human	USA	Minnesota	08-09	A/Minnesota/33/2008	
HA	GQ475673	No	4	1698	H1N1	12/28/2008	IRD:Human	USA	Minnesota	08-09	A/Minnesota/34/2008	
HA	CY239569	Yes	4	1752	H1N1	06/14/2017	IRD:Human	USA	Minnesota	-N/A-	A/Minnesota/34/2017	
HA	MH600106	No	4	1752	H1N1	04/27/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/34/2018	
HA	MH600319	Yes	4	1752	H1N1	04/29/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/35/2018	
HA	MH600327	Yes	4	1752	H1N1	05/07/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/36/2018	
HA	MH600335	Yes	4	1752	H1N1	05/08/2018	IRD:Human	USA	Minnesota	17-18	A/Minnesota/37/2018	
HA	MH083736	Yes	4	1752	H1N1	11/25/2017	IRD:Human	USA	Minnesota	17-18	A/Minnesota/44/2017	
HA	CY265315	Yes	4	1752	H1N1	11/25/2017	IRD:Human	USA	Minnesota	17-18	A/Minnesota/44/2017	
HA	CY265307	Yes	4	1752	H1N1	12/08/2017	IRD:Human	USA	Minnesota	17-18	A/Minnesota/45/2017	
HA	MH083744	Yes	4	1752	H1N1	12/08/2017	IRD:Human	USA	Minnesota	17-18	A/Minnesota/45/2017	
HA	MG978420	No	4	1752	H1N1	12/15/2017	IRD:Human	USA	Minnesota	17-18	A/Minnesota/48/2017	
HA	MG978720	Yes	4	1752	H1N1	12/20/2017	IRD:Human	USA	Minnesota	17-18	A/Minnesota/49/2017	
HA	MH083749	Yes	4	1752	H1N1	01/02/2018	IRD:Human	USA	Mississippi	17-18	A/Mississippi/01/2018	
HA	EU199341	No	4	1698	H1N1	12/18/2006	IRD:Human	USA	Mississippi	06-07	A/Mississippi/02/2006	
HA	MH083757	Yes	4	1752	H1N1	01/03/2018	IRD:Human	USA	Mississippi	17-18	A/Mississippi/02/2018	
HA	MH126026	Yes	4	1752	H1N1	01/05/2018	IRD:Human	USA	Mississippi	17-18	A/Mississippi/05/2018	
HA	EU779621	No	4	1698	H1N1	01/24/2008	IRD:Human	USA	Mississippi	07-08	A/Mississippi/06/2008	
HA	EU851983	No	4	1698	H1N1	01/24/2008	IRD:Human	USA	Mississippi	07-08	A/Mississippi/06/2008	
HA	MH125492	No	4	1752	H1N1	01/15/2018	IRD:Human	USA	Mississippi	17-18	A/Mississippi/07/2018	
HA	MH183741	Yes	4	1752	H1N1	01/30/2018	IRD:Human	USA	Mississippi	17-18	A/Mississippi/09/2018	
HA	CY257509	Yes	4	1752	H1N1	09/07/2017	IRD:Human	USA	Mississippi	-N/A-	A/Mississippi/22/2017	
HA	CY249787	Yes	4	1752	H1N1	09/07/2017	IRD:Human	USA	Mississippi	-N/A-	A/Mississippi/22/2017	
HA	CY250731	Yes	4	1752	H1N1	10/04/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/24/2017	
HA	CY258492	Yes	4	1752	H1N1	10/04/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/24/2017	
HA	CY250739	Yes	4	1752	H1N1	10/07/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/25/2017	
HA	CY256501	Yes	4	1752	H1N1	10/07/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/25/2017	
HA	CY258612	Yes	4	1752	H1N1	10/20/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/26/2017	
HA	CY261766	Yes	4	1752	H1N1	10/20/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/26/2017	
HA	CY261774	Yes	4	1752	H1N1	10/23/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/27/2017	
HA	CY258620	Yes	4	1752	H1N1	10/23/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/27/2017	
HA	MG978731	Yes	4	1752	H1N1	11/01/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/28/2017	
HA	CY260178	Yes	4	1752	H1N1	11/01/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/28/2017	
HA	CY260170	Yes	4	1752	H1N1	11/02/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/29/2017	
HA	MG978739	Yes	4	1752	H1N1	11/02/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/29/2017	
HA	CY262041	Yes	4	1752	H1N1	11/14/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/33/2017	
HA	MG830783	Yes	4	1752	H1N1	11/14/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/33/2017	
HA	MG978747	Yes	4	1752	H1N1	11/14/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/33/2017	
HA	MG830791	Yes	4	1752	H1N1	11/29/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/35/2017	
HA	CY262049	Yes	4	1752	H1N1	11/29/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/35/2017	
HA	MG978755	Yes	4	1752	H1N1	11/29/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/35/2017	
HA	MH083766	Yes	4	1752	H1N1	12/07/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/38/2017	
HA	MH083773	Yes	4	1752	H1N1	12/13/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/39/2017	
HA	MH294841	No	4	1701	H1N1	12/12/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6475/2017	
HA	MH294842	No	4	1701	H1N1	12/12/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6476/2017	
HA	MH294843	No	4	1701	H1N1	11/21/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6477/2017	
HA	MH294844	No	4	1701	H1N1	11/21/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6478/2017	
HA	MH294847	No	4	1701	H1N1	12/06/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6481/2017	
HA	MH294848	No	4	1701	H1N1	12/07/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6482/2017	
HA	MH294851	No	4	1701	H1N1	12/10/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6485/2017	
HA	MH294852	No	4	1701	H1N1	12/11/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6486/2017	
HA	MH294907	No	4	1701	H1N1	12/14/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6541/2017	
HA	MH294908	No	4	1701	H1N1	12/14/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6542/2017	
HA	MH294909	No	4	1701	H1N1	12/15/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6543/2017	
HA	MH294910	No	4	1701	H1N1	12/15/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6544/2017	
HA	MH294911	No	4	1701	H1N1	12/15/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6545/2017	
HA	MH294912	No	4	1701	H1N1	12/17/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6546/2017	
HA	MH294913	No	4	1701	H1N1	12/17/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6547/2017	
HA	MH294914	No	4	1701	H1N1	12/17/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6548/2017	
HA	MH294915	No	4	1701	H1N1	12/17/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6549/2017	
HA	MH294916	No	4	1701	H1N1	12/17/2017	IRD:Human	USA	Mississippi	17-18	A/Mississippi/6550/2017	
HA	CY027875	Yes	4	1726	H1N1	12/28/2006	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0014/2006	
HA	CY027203	Yes	4	1743	H1N1	01/22/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0047/2007	
HA	CY025803	Yes	4	1724	H1N1	01/22/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0048/2007	
HA	CY025627	Yes	4	1729	H1N1	01/26/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0086/2007	
HA	CY025555	Yes	4	1728	H1N1	01/31/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0130/2007	
HA	CY025619	Yes	4	1728	H1N1	02/01/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0142/2007	
HA	CY025579	Yes	4	1728	H1N1	02/02/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0145/2007	
HA	CY025317	Yes	4	1744	H1N1	02/12/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0242/2007	
HA	CY026371	Yes	4	1743	H1N1	02/20/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0378/2007	
HA	CY025891	Yes	4	1736	H1N1	03/07/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0537/2007	
HA	CY026395	Yes	4	1743	H1N1	03/13/2007	IRD:Human	USA	Mississippi	06-07	A/Mississippi/UR06-0595/2007	
HA	MH083781	Yes	4	1752	H1N1	01/02/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/03/2018	
HA	KC782263	No	4	1727	H1N1	05/05/2009	IRD:Human	USA	Missouri	08-09	A/Missouri/05/2009	
HA	MH126034	Yes	4	1752	H1N1	01/15/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/05/2018	
HA	FJ549060	No	4	1698	H1N1	08/27/2008	IRD:Human	USA	Missouri	-N/A-	A/Missouri/06/2008	
HA	MH183749	Yes	4	1752	H1N1	01/24/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/09/2018	
HA	MH183757	Yes	4	1752	H1N1	02/02/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/12/2018	
HA	MH183765	Yes	4	1752	H1N1	02/07/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/13/2018	
HA	MH233628	Yes	4	1752	H1N1	2018	IRD:Human	USA	Missouri	-N/A-	A/Missouri/16/2018	
HA	MH246061	Yes	4	1752	H1N1	02/20/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/17/2018	
HA	MH246069	Yes	4	1752	H1N1	03/01/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/19/2018	
HA	MH360070	Yes	4	1752	H1N1	03/09/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/22/2018	
HA	MH360078	Yes	4	1752	H1N1	03/15/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/24/2018	
HA	MH446788	Yes	4	1752	H1N1	03/18/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/25/2018	
HA	MH446796	Yes	4	1752	H1N1	03/29/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/28/2018	
HA	MH601754	Yes	4	1752	H1N1	01/25/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/32/2018	
HA	MH601762	Yes	4	1752	H1N1	01/29/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/33/2018	
HA	MH601778	Yes	4	1752	H1N1	02/05/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/35/2018	
HA	MH601786	Yes	4	1752	H1N1	02/06/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/36/2018	
HA	MH601810	Yes	4	1752	H1N1	02/26/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/39/2018	
HA	MH540623	Yes	4	1752	H1N1	04/06/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/43/2018	
HA	MH540631	Yes	4	1752	H1N1	04/10/2018	IRD:Human	USA	Missouri	17-18	A/Missouri/44/2018	
HA	MG978760	Yes	4	1752	H1N1	12/13/2017	IRD:Human	USA	Missouri	17-18	A/Missouri/48/2017	
HA	MH083792	Yes	4	1752	H1N1	12/30/2017	IRD:Human	USA	Missouri	17-18	A/Missouri/51/2017	
HA	MH083797	Yes	4	1752	H1N1	2017	IRD:Human	USA	Missouri	-N/A-	A/Missouri/52/2017	
HA	GQ475830	No	4	1698	H1N1	02/29/2008	IRD:Human	USA	Montana	07-08	A/Montana/01/2008	
HA	GQ475961	No	4	1698	H1N1	01/04/2009	IRD:Human	USA	Montana	08-09	A/Montana/01/2009(H1N1)	
HA	GQ476128	No	4	1698	H1N1	01/02/2009	IRD:Human	USA	Montana	08-09	A/Montana/02/2009(H1N1)	
HA	GQ475939	No	4	1698	H1N1	01/14/2009	IRD:Human	USA	Montana	08-09	A/Montana/03/2009(H1N1)	
HA	MH126042	Yes	4	1752	H1N1	01/14/2018	IRD:Human	USA	Montana	17-18	A/Montana/05/2018	
HA	MH126050	Yes	4	1752	H1N1	01/15/2018	IRD:Human	USA	Montana	17-18	A/Montana/06/2018	
HA	KX004930	Yes	4	1752	H1N1	01/10/2016	IRD:Human	USA	Montana	15-16	A/Montana/07/2016	
HA	MH183777	Yes	4	1752	H1N1	01/26/2018	IRD:Human	USA	Montana	17-18	A/Montana/08/2018	
HA	MH183781	Yes	4	1752	H1N1	02/06/2018	IRD:Human	USA	Montana	17-18	A/Montana/11/2018	
HA	KX006147	Yes	4	1753	H1N1	01/31/2016	IRD:Human	USA	Montana	15-16	A/Montana/12/2016	
HA	MH183789	Yes	4	1752	H1N1	02/11/2018	IRD:Human	USA	Montana	17-18	A/Montana/12/2018	
HA	MH183797	Yes	4	1752	H1N1	02/18/2018	IRD:Human	USA	Montana	17-18	A/Montana/15/2018	
HA	MH305884	Yes	4	1752	H1N1	03/04/2018	IRD:Human	USA	Montana	17-18	A/Montana/18/2018	
HA	MH305892	Yes	4	1752	H1N1	03/04/2018	IRD:Human	USA	Montana	17-18	A/Montana/19/2018	
HA	MH360086	Yes	4	1752	H1N1	03/08/2018	IRD:Human	USA	Montana	17-18	A/Montana/20/2018	
HA	MH360094	Yes	4	1754	H1N1	03/19/2018	IRD:Human	USA	Montana	17-18	A/Montana/22/2018	
HA	MH446804	Yes	4	1752	H1N1	03/26/2018	IRD:Human	USA	Montana	17-18	A/Montana/25/2018	
HA	MH446474	No	4	1738	H1N1	04/10/2018	IRD:Human	USA	Montana	17-18	A/Montana/28/2018	
HA	MH600342	Yes	4	1752	H1N1	04/19/2018	IRD:Human	USA	Montana	17-18	A/Montana/30/2018	
HA	MH600350	Yes	4	1752	H1N1	04/26/2018	IRD:Human	USA	Montana	17-18	A/Montana/31/2018	
HA	KU589378	Yes	4	1752	H1N1	12/03/2015	IRD:Human	USA	Montana	15-16	A/Montana/35/2015	
HA	KX005306	Yes	4	1752	H1N1	12/19/2015	IRD:Human	USA	Montana	15-16	A/Montana/38/2015	
HA	MH083813	Yes	4	1752	H1N1	12/27/2017	IRD:Human	USA	Montana	17-18	A/Montana/47/2017	
HA	AB434106	No	4	1698	H1N1	01/14/2005	IRD:Human	Japan	-N/A-	04-05	A/Morioka/1/2005	
HA	AB434099	No	4	1698	H1N1	02/12/2002	IRD:Human	Japan	-N/A-	01-02	A/Morioka/17/2002	
HA	AB434102	No	4	1698	H1N1	03/07/2005	IRD:Human	Japan	-N/A-	04-05	A/Morioka/21/2005	
HA	AB434103	No	4	1698	H1N1	02/19/2002	IRD:Human	Japan	-N/A-	01-02	A/Morioka/27/2002	
HA	AB434100	No	4	1698	H1N1	01/17/2005	IRD:Human	Japan	-N/A-	04-05	A/Morioka/3/2005	
HA	AB434101	No	4	1698	H1N1	01/24/2005	IRD:Human	Japan	-N/A-	04-05	A/Morioka/4/2005	
HA	AB434104	No	4	1698	H1N1	01/24/2005	IRD:Human	Japan	-N/A-	04-05	A/Morioka/5/2005	
HA	AB434105	No	4	1698	H1N1	01/26/2005	IRD:Human	Japan	-N/A-	04-05	A/Morioka/7/2005	
HA	KJ909523	No	4	1741	H1N1	09/14/2009	IRD:Human	India	-N/A-	-N/A-	A/Mumbai/3212/2009	
HA	MH546267	Yes	4	1767	H1N1	01/21/2016	IRD:Muscovy Duck/Avian	USA	New Jersey	15-16	A/Muscovy duck/New Jersey/16-002384-6/2016	
HA	CY095228	Yes	4	1730	H1N1	08/12/2005	IRD:Muscovy Duck/Avian	USA	New York	-N/A-	A/Muscovy duck/New York/97382-2/2005(H1N1)	
HA	CY095220	No	4	1742	H1N1	08/16/2005	IRD:Muscovy Duck/Avian	USA	New York	-N/A-	A/Muscovy duck/New York/99159/2005(H1N1)	
HA	MH546315	Yes	4	1765	H1N1	01/26/2016	IRD:Muscovy Duck/Avian	USA	Pennsylvania	15-16	A/Muscovy duck/Pennsylvania/16-003000-1/2016	
HA	CY043465	Yes	4	1785	H1N1	01/07/2008	IRD:Human	Japan	-N/A-	07-08	A/Nagasaki/07N005/2008(H1N1)	
HA	CY043473	Yes	4	1775	H1N1	02/20/2008	IRD:Human	Japan	-N/A-	07-08	A/Nagasaki/07N011/2008(H1N1)	
HA	CY043481	Yes	4	1747	H1N1	01/14/2008	IRD:Human	Japan	-N/A-	07-08	A/Nagasaki/07N020/2008(H1N1)	
HA	CY043489	Yes	4	1748	H1N1	02/20/2008	IRD:Human	Japan	-N/A-	07-08	A/Nagasaki/07N035/2008(H1N1)	
HA	CY043545	Yes	4	1784	H1N1	01/10/2009	IRD:Human	Japan	-N/A-	08-09	A/Nagasaki/08N006/2009(H1N1)	
HA	EU199294	No	4	1698	H1N1	01/25/2007	IRD:Human	USA	Nebraska	06-07	A/Nebraska/01/2007	
HA	EU779633	No	4	1698	H1N1	01/21/2008	IRD:Human	USA	Nebraska	07-08	A/Nebraska/01/2008	
HA	GQ475993	No	4	1698	H1N1	01/20/2009	IRD:Human	USA	Nebraska	08-09	A/Nebraska/01/2009(H1N1)	
HA	EU199350	No	4	1698	H1N1	02/06/2007	IRD:Human	USA	Nebraska	06-07	A/Nebraska/02/2007	
HA	GQ476087	No	4	1698	H1N1	03/07/2009	IRD:Human	USA	Nebraska	08-09	A/Nebraska/05/2009(H1N1)	
HA	MH079727	Yes	4	1752	H1N1	01/22/2018	IRD:Human	USA	Nebraska	17-18	A/Nebraska/05/2018	
HA	GQ475885	No	4	1698	H1N1	03/22/2009	IRD:Human	USA	Nebraska	08-09	A/Nebraska/06/2009(H1N1)	
HA	MH183805	Yes	4	1752	H1N1	02/15/2018	IRD:Human	USA	Nebraska	17-18	A/Nebraska/06/2018	
HA	FJ686958	No	4	1698	H1N1	12/04/2008	IRD:Human	USA	Nebraska	08-09	A/Nebraska/07/2008	
HA	MH183404	No	4	1752	H1N1	02/19/2018	IRD:Human	USA	Nebraska	17-18	A/Nebraska/07/2018	
HA	CY069533	No	4	1729	H1N1	02/2009	IRD:Human	USA	Nebraska	08-09	A/Nebraska/WRAIR1247P/2009(H1N1)	
HA	JX477161	Yes	4	1698	H1N1	2002	IRD:Human	China	-N/A-	-N/A-	A/Neimenggu/52/2002	
HA	CY125180	Yes	4	1750	H1N1	2002	IRD:Human	China	-N/A-	-N/A-	A/Neimenggu/52/2002	
HA	HQ166044	Yes	4	1776	H1N1	02/12/2007	IRD:Human	Netherlands	-N/A-	06-07	A/Netherlands/26/2007(H1N1)	
HA	GQ475858	No	4	1698	H1N1	01/21/2009	IRD:Human	USA	Nevada	08-09	A/Nevada/01/2009(H1N1)	
HA	MH359773	No	4	1753	H1N1	03/18/2018	IRD:Human	USA	Nevada	17-18	A/Nevada/01/2018	
HA	GQ475999	No	4	1698	H1N1	01/22/2009	IRD:Human	USA	Nevada	08-09	A/Nevada/02/2009(H1N1)	
HA	CY238962	No	4	1752	H1N1	06/16/2017	IRD:Human	USA	Nevada	-N/A-	A/Nevada/13/2017	
HA	CY263231	Yes	4	1752	H1N1	11/11/2017	IRD:Human	USA	Nevada	17-18	A/Nevada/27/2017	
HA	MG978771	Yes	4	1752	H1N1	11/11/2017	IRD:Human	USA	Nevada	17-18	A/Nevada/27/2017	
HA	CY265459	Yes	4	1752	H1N1	12/18/2017	IRD:Human	USA	Nevada	17-18	A/Nevada/32/2017	
HA	CY100804	No	4	1730	H1N1	01/01/2009	IRD:Human	USA	Nevada	08-09	A/Nevada/WRAIR1117P/2009(H1N1)	
HA	CY100868	No	4	1730	H1N1	02/01/2009	IRD:Human	USA	Nevada	08-09	A/Nevada/WRAIR1257P/2009(H1N1)	
HA	FJ743462	No	4	1747	H1N1	08/25/2008	IRD:Human	New Caledonia	-N/A-	-N/A-	A/New Caledonia/6/2008(H1N1)	
HA	MH083825	Yes	4	1752	H1N1	01/09/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/01/2018	
HA	MH083188	No	4	1752	H1N1	01/11/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/02/2018	
HA	MH126058	Yes	4	1752	H1N1	01/22/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/05/2018	
HA	MH126066	Yes	4	1752	H1N1	01/24/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/07/2018	
HA	MH183813	Yes	4	1752	H1N1	01/31/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/09/2018	
HA	MH183821	Yes	4	1752	H1N1	02/06/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/10/2018	
HA	MH246077	Yes	4	1752	H1N1	02/18/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/13/2018	
HA	MH245852	No	4	1752	H1N1	02/27/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/16/2018	
HA	MH305900	Yes	4	1752	H1N1	03/19/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/19/2018	
HA	MH446409	No	4	1752	H1N1	03/20/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/20/2018	
HA	MH446441	No	4	1752	H1N1	03/31/2018	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/23/2018	
HA	MH083832	Yes	4	1752	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	
HA	CY265221	Yes	4	1752	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	
HA	MH083837	Yes	4	1752	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	
HA	KX004416	Yes	4	1752	H1N1	12/04/2015	IRD:Human	USA	New Hampshire	15-16	A/New Hampshire/44/2015	
HA	GQ466359	No	4	1698	H1N1	01/08/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/01/2008	
HA	MH083845	Yes	4	1752	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	
HA	EU566986	No	4	1698	H1N1	01/11/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/02/2008	
HA	MH083853	Yes	4	1752	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	
HA	EU566993	No	4	1698	H1N1	01/04/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/03/2008	
HA	EU567007	No	4	1727	H1N1	01/17/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/04/2008	
HA	EU567013	No	4	1698	H1N1	01/22/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/05/2008	
HA	EU566979	No	4	1698	H1N1	02/02/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/06/2008	
HA	GQ475687	No	4	1698	H1N1	02/02/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/06/2008	
HA	EU716548	No	4	1727	H1N1	01/21/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/08/2008	
HA	EU516143	No	4	1698	H1N1	01/23/2007	IRD:Human	USA	New Jersey	06-07	A/New Jersey/09/2007	
HA	EU716619	No	4	1727	H1N1	01/25/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/09/2008	
HA	EU779618	No	4	1698	H1N1	02/06/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/10/2008	
HA	MH183829	Yes	4	1752	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	
HA	EU887032	No	4	1698	H1N1	02/18/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/13/2008	
HA	MH233636	Yes	4	1752	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	
HA	EU516083	Yes	4	1698	H1N1	11/24/2007	IRD:Human	USA	New Jersey	07-08	A/New Jersey/15/2007	
HA	CY058495	Yes	4	1743	H1N1	2007	IRD:Human	USA	New Jersey	-N/A-	A/New Jersey/15/2007(H1N1)	
HA	MH233596	No	4	1752	H1N1	02/19/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/15/2018	
HA	EU516258	No	4	1698	H1N1	12/16/2007	IRD:Human	USA	New Jersey	07-08	A/New Jersey/16/2007	
HA	GQ475714	No	4	1698	H1N1	02/26/2008	IRD:Human	USA	New Jersey	07-08	A/New Jersey/16/2008	
HA	MH305908	Yes	4	1752	H1N1	03/09/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/18/2018	
HA	MH305916	Yes	4	1752	H1N1	03/10/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/19/2018	
HA	EU566982	No	4	1698	H1N1	12/30/2007	IRD:Human	USA	New Jersey	07-08	A/New Jersey/20/2007	
HA	GQ475805	No	4	1698	H1N1	12/13/2008	IRD:Human	USA	New Jersey	08-09	A/New Jersey/20/2008	
